,Validation_loss,Training_loss
0,-0.595538055896759,-0.5589400568658613
1,-0.6580047935247422,-1.2212756531753461
2,-0.720689132809639,-1.353981599470976
3,-0.7123025566339493,-1.4000728642806304
4,-0.7581914603710175,-1.4299788925274368
5,-0.7498560398817062,-1.4525240349793995
6,-0.7504566520452499,-1.4701656578995188
7,-0.7555715858936309,-1.4840676757671938
8,-0.7803713470697403,-1.4950267111876847
9,-0.773818877339363,-1.5041755759972266
10,-0.7490843266248703,-1.5118644719480125
11,-0.7662803679704666,-1.5186724197901138
12,-0.7433118849992753,-1.523250898172814
13,-0.7948150277137757,-1.5288041454254666
14,-0.6925088703632355,-1.532258319635108
15,-0.7911944806575775,-1.535918514096505
16,-0.7952041923999786,-1.5396402972991536
17,-0.7867802172899246,-1.5424860741489375
18,-0.7866342246532441,-1.545461463220532
19,-0.6870125710964203,-1.5476863784458157
20,-0.8022085309028626,-1.5508033338564322
21,-0.7350236117839813,-1.5537637926050927
22,-0.794312384724617,-1.556355676363044
23,-0.7807548582553864,-1.5586167388465046
24,-0.7149593532085419,-1.5609294323740621
25,-0.7683701872825622,-1.5627532972894158
26,0.0,0.0
27,0.0,0.0
28,0.0,0.0
29,0.0,0.0
30,0.0,0.0
31,0.0,0.0
32,0.0,0.0
33,0.0,0.0
34,0.0,0.0
35,0.0,0.0
36,0.0,0.0
37,0.0,0.0
38,0.0,0.0
39,0.0,0.0
40,0.0,0.0
41,0.0,0.0
42,0.0,0.0
43,0.0,0.0
44,0.0,0.0
45,0.0,0.0
46,0.0,0.0
47,0.0,0.0
48,0.0,0.0
49,0.0,0.0
50,0.0,0.0
51,0.0,0.0
52,0.0,0.0
53,0.0,0.0
54,0.0,0.0
55,0.0,0.0
56,0.0,0.0
57,0.0,0.0
58,0.0,0.0
59,0.0,0.0
60,0.0,0.0
61,0.0,0.0
62,0.0,0.0
63,0.0,0.0
64,0.0,0.0
65,0.0,0.0
66,0.0,0.0
67,0.0,0.0
68,0.0,0.0
69,0.0,0.0
70,0.0,0.0
71,0.0,0.0
72,0.0,0.0
73,0.0,0.0
74,0.0,0.0
75,0.0,0.0
76,0.0,0.0
77,0.0,0.0
78,0.0,0.0
79,0.0,0.0
80,0.0,0.0
81,0.0,0.0
82,0.0,0.0
83,0.0,0.0
84,0.0,0.0
85,0.0,0.0
86,0.0,0.0
87,0.0,0.0
88,0.0,0.0
89,0.0,0.0
90,0.0,0.0
91,0.0,0.0
92,0.0,0.0
93,0.0,0.0
94,0.0,0.0
95,0.0,0.0
96,0.0,0.0
97,0.0,0.0
98,0.0,0.0
99,0.0,0.0
