,Validation_loss,Training_loss
0,-0.3378570623035672,-1.311324129064048
1,-0.820801162267033,-1.5325645667712708
2,-0.8537105887751036,-1.5790560333082553
3,-0.8791103589383862,-1.6038269024234555
4,-0.8744084329544743,-1.622424352312442
5,-0.8893152943140343,-1.6355448365974279
6,-0.9254834048355682,-1.6457360550848945
7,-0.8991687018660051,-1.6540111870847458
8,-0.898162110696865,-1.6609315361121075
9,-0.9334307841107815,-1.666529514065233
10,-0.938520402847966,-1.6716596862987267
11,-0.9403113647352291,-1.6758418596703164
12,-0.9484737470180173,-1.6794492706240733
13,-0.955043193660205,-1.6825459774784766
14,-0.9543040319334103,-1.6855944142428267
15,-0.9531699026687236,-1.68816669502312
16,-0.9558594996416117,-1.6906253383200522
17,-0.9345272704015805,-1.6927920317509488
18,-0.9128626705724981,-1.694929069071619
19,-0.8921854526181764,-1.6967239115346202
20,-0.8946431430080269,-1.6987883965011628
21,-0.8868907901305186,-1.7004141152469527
22,0.0,0.0
23,0.0,0.0
24,0.0,0.0
25,0.0,0.0
26,0.0,0.0
27,0.0,0.0
28,0.0,0.0
29,0.0,0.0
30,0.0,0.0
31,0.0,0.0
32,0.0,0.0
33,0.0,0.0
34,0.0,0.0
35,0.0,0.0
36,0.0,0.0
37,0.0,0.0
38,0.0,0.0
39,0.0,0.0
40,0.0,0.0
41,0.0,0.0
42,0.0,0.0
43,0.0,0.0
44,0.0,0.0
45,0.0,0.0
46,0.0,0.0
47,0.0,0.0
48,0.0,0.0
49,0.0,0.0
50,0.0,0.0
51,0.0,0.0
52,0.0,0.0
53,0.0,0.0
54,0.0,0.0
55,0.0,0.0
56,0.0,0.0
57,0.0,0.0
58,0.0,0.0
59,0.0,0.0
60,0.0,0.0
61,0.0,0.0
62,0.0,0.0
63,0.0,0.0
64,0.0,0.0
65,0.0,0.0
66,0.0,0.0
67,0.0,0.0
68,0.0,0.0
69,0.0,0.0
70,0.0,0.0
71,0.0,0.0
72,0.0,0.0
73,0.0,0.0
74,0.0,0.0
75,0.0,0.0
76,0.0,0.0
77,0.0,0.0
78,0.0,0.0
79,0.0,0.0
80,0.0,0.0
81,0.0,0.0
82,0.0,0.0
83,0.0,0.0
84,0.0,0.0
85,0.0,0.0
86,0.0,0.0
87,0.0,0.0
88,0.0,0.0
89,0.0,0.0
90,0.0,0.0
91,0.0,0.0
92,0.0,0.0
93,0.0,0.0
94,0.0,0.0
95,0.0,0.0
96,0.0,0.0
97,0.0,0.0
98,0.0,0.0
99,0.0,0.0
