,Validation_loss,Training_loss
0,-0.7651944860816002,-1.047912450170072
1,-0.8458441302180291,-1.4257962717736634
2,-0.6927915215492249,-1.5071324827483148
3,-0.8670092433691025,-1.5502065066305373
4,-0.8482500180602074,-1.5780814397420464
5,-0.8608990147709846,-1.598987289131481
6,-0.9423366084694862,-1.6152137867503913
7,-0.8812890857458114,-1.6284667032645936
8,-0.8139680728316308,-1.6396335897816607
9,-0.9463945880532265,-1.6484126037438547
10,-0.9791852563619614,-1.656713176408102
11,-0.7680008709430695,-1.6635322208414303
12,-0.820521542429924,-1.6692698613770054
13,-0.98633441478014,-1.6738742867536165
14,-0.8943916037678719,-1.6792263553354856
15,-0.9318947926163673,-1.6824665338014506
16,-0.9188509747385979,-1.6870063732443958
17,-0.9432535886764526,-1.689928307992043
18,-0.9412632167339325,-1.693197863006787
19,0.0,0.0
20,0.0,0.0
21,0.0,0.0
22,0.0,0.0
23,0.0,0.0
24,0.0,0.0
25,0.0,0.0
26,0.0,0.0
27,0.0,0.0
28,0.0,0.0
29,0.0,0.0
30,0.0,0.0
31,0.0,0.0
32,0.0,0.0
33,0.0,0.0
34,0.0,0.0
35,0.0,0.0
36,0.0,0.0
37,0.0,0.0
38,0.0,0.0
39,0.0,0.0
40,0.0,0.0
41,0.0,0.0
42,0.0,0.0
43,0.0,0.0
44,0.0,0.0
45,0.0,0.0
46,0.0,0.0
47,0.0,0.0
48,0.0,0.0
49,0.0,0.0
50,0.0,0.0
51,0.0,0.0
52,0.0,0.0
53,0.0,0.0
54,0.0,0.0
55,0.0,0.0
56,0.0,0.0
57,0.0,0.0
58,0.0,0.0
59,0.0,0.0
60,0.0,0.0
61,0.0,0.0
62,0.0,0.0
63,0.0,0.0
64,0.0,0.0
65,0.0,0.0
66,0.0,0.0
67,0.0,0.0
68,0.0,0.0
69,0.0,0.0
70,0.0,0.0
71,0.0,0.0
72,0.0,0.0
73,0.0,0.0
74,0.0,0.0
75,0.0,0.0
76,0.0,0.0
77,0.0,0.0
78,0.0,0.0
79,0.0,0.0
80,0.0,0.0
81,0.0,0.0
82,0.0,0.0
83,0.0,0.0
84,0.0,0.0
85,0.0,0.0
86,0.0,0.0
87,0.0,0.0
88,0.0,0.0
89,0.0,0.0
90,0.0,0.0
91,0.0,0.0
92,0.0,0.0
93,0.0,0.0
94,0.0,0.0
95,0.0,0.0
96,0.0,0.0
97,0.0,0.0
98,0.0,0.0
99,0.0,0.0
